,Title,Summary
145,dự án desl phát chứng nhận hoàn thành môn học cho sinh viên,"vào ngày 21/07/2022, tại trường đh bách khoa – đhqg hcm đã diễn ra lễ phát chứng nhận hoàn thành các môn học cho sinh viên trong khuôn khổ dự án erasmus+ desl. sau gần 3 năm triển khai dự án tại trường, tuy việc dạy và học gặp nhiều khó khăn trong thời gian đối phó với dịch covid-19 nhưng thầy và trò trường đh bách khoa đã nỗ lực không ngừng để hoàn thành 3 môn học theo đúng lịch trình dự án gồm có: (1) môn nhập môn chiếu sáng (light and experience); (2) môn kỹ thuật chiếu sáng (lighting technology) và (3) môn  chiếu sáng thông minh (smart lighting)."
146,"trường đh bách khoa có thêm nhiều ngành đạt chuẩn kiểm định cti, fibaa, asiin","cụ thể, 8 chuyên ngành kỹ sư chất lượng cao việt-pháp được ủy ban bằng kỹ sư cộng hòa pháp (cti) và mạng lưới kiểm định châu âu các chương trình đào tạo kỹ sư (enaee) đánh giá trực tuyến từ 16/03/2022 - 18/03/2022 gồm 07 ngành tái kiểm định (ngành kỹ thuật cơ khí – chuyên ngành cơ điện tử; ngành kỹ thuật cơ khí – chuyên ngành kỹ thuật hàng không; ngành kỹ thuật cơ khí – chuyên ngành vật liệu năng lượng; ngành kỹ thuật cơ khí – chuyên ngành vật liệu polymer và composite; ngành kỹ thuật điện – chuyên ngành viễn thông; ngành kỹ thuật điện – chuyên ngành hệ thống năng lượng; ngành kỹ thuật xây dựng – chuyên ngành công trình dân dụng – công nghiệp và hiệu quả năng và 01 ngành kiểm định mới ngành kỹ thuật xây dựng – chuyên ngành kỹ thuật và quản lý nước đô thị."
147,hội thảo tập huấn chủ đề “university internationalization initiative ” của dự án build-it năm 2022,"sáng ngày 19/07/2022, dự án build-it đã khai mạc hội thảo tập huấn giảng viên trong nước năm 2022 với chủ đề “university internationalization initiative” tại resort seava hồ tràm."
148,trường đh bách khoa tiếp tổng cục phòng chống thiên tai,"sáng ngày 14/7, trường đh bách khoa đã có buổi đón tiếp đoàn công tác đến từ cục phòng chống thiên tai (bộ nông nghiệp và phát triển nông thôn) do ts. trần quang hoài - phó trưởng ban chỉ đạo quốc gia về phòng chống thiên tai - tổng cục trưởng làm trưởng đoàn."
149,họp mặt viên chức nghỉ hưu đợt 1 năm 2022,"chiều nay 14/7/2022, trường đh bách khoa đã tổ chức buổi họp mặt viên chức nghỉ hưu đợt 1 năm 2022 nhằm tri ân những đóng góp to lớn các viên chức đối với sự nghiệp xây dựng và phát triển của nhà trường."
150,sinh viên bách khoa đạt 51 giải tại kỳ thi olympic các môn cơ học toàn quốc năm 2022,"sáng ngày 9/7, tại trường đh giao thông vận tải, bộ gd&đt, liên hiệp các hội khkt việt nam phối hợp với hội cơ học việt nam và hội sinh viên việt nam đã tổ chức lễ trao giải cuộc thi olympic cơ học toàn quốc lần thứ 32 năm 2022."
151,trường đại học bách khoa xây dựng “eco-campus”,"vào ngày 8/7/2022, trong khuôn khổ dự án erasmus+ greenus, đại diện của trường đh sapienza (sapienza university of rome), ý và trường đh jagiellonian (jagiellonian university in krakow), ba lan đã đến làm việc với trường đh bách khoa về dự án thí điểm eco-campus."
152,lễ khánh thành phòng chuyên đề tại khoa kỹ thuật xây dựng,"chiều ngày 30/06/2022, khoa kỹ thuật xây dựng trường đh bách khoa đã tổ chức lễ khánh thành phòng chuyên đề tại nhà b6."
153,"diễn đàn nghiên cứu, thiết kế, chế tạo và sản xuất các thiết bị điện tử, công nghệ thông tin và viễn thông 5g ""make in viet nam""","sáng ngày 5/7/2022, pgs.ts nguyễn danh thảo - phó hiệu trưởng trường đh bách khoa-đhqg-hcm đã tham dự hội thảo nghiên cứu, thiết kế, chế tạo và sản xuất các thiết bị điện tử, cntt và viễn thông “make in viet nam”. diễn đàn do công ty cp điện quang phối hợp cùng công ty cp công nghệ xelex tổ chức."
154,cựu sinh viên khoa cơ khí: kết nối để đẩy mạnh phát triển,"sáng 30/6/2022, khoa cơ khí trường đh bách khoa đã tổ chức lễ tiếp nhận tài trợ thiết bị dụng cụ từ công ty tnhh csps việt nam do ông trần thanh chung làm giám đốc. ông chung là cựu sinh viên khoa cơ khí khóa 2002."
155,lễ ký kết thỏa thuận hợp tác với công ty japan create (nhật bản),"chiều 29/6/2022, lễ ký kết thỏa thuận hợp tác triển khai kỳ 5 và 6, chương trình kỹ sư việt – nhật đã diễn ra tại phòng 205 a1."
156,gần 1.000 chiến sĩ tình nguyện trường đh bách khoa ra quân chiến dịch mùa hè xanh,"sau 2 năm gián đoạn vì dịch covid-19, gần 1.000 chiến sĩ tình nguyện trường đh bách khoa-đhqg-hcm đã bước vào chiến dịch mùa hè xanh vào sáng 28/6/2022. năm nay, các chiến sĩ sẽ đóng quân tại các mặt trận tam nông (đồng tháp), tp. hcm, đảo phú quý (bình thuận) và nước chdcnd lào."
157,diễn đàn hợp tác giáo dục việt nam - vương quốc anh,"sáng 30/6 (giờ địa phương), tại thủ đô london, trong khuôn khổ chuyến thăm và làm việc của đoàn đại biểu cấp cao quốc hội việt nam tới vương quốc anh và bắc ireland, chủ tịch quốc hội vương đình huệ đã dự diễn đàn hợp tác giáo dục việt nam - vương quốc anh. cùng dự có phó thủ tướng chính phủ lê văn thành, phó chủ tịch hạ viện liên hiệp vương quốc anh và bắc ireland steve smith, đặc phái viên của thủ tướng anh về giáo dục quốc tế và đoàn đại biểu cấp cao quốc hội việt nam, đại diện các trường đại học hàng đầu của việt nam cũng như của liên hiệp vương quốc anh và bắc ireland."
158,hiệu trưởng trường đh bách khoa-đhqg-hcm tham dự diễn đàn hợp tác giáo dục việt nam - hungary,"trong khuôn khổ chuyến thăm chính thức hungary, chiều 27/6 (theo giờ địa phương) tại thủ đô budapest, chủ tịch quốc hội vương đình huệ đã tham dự diễn đàn hợp tác giáo dục việt nam - hungary."
159,trường đại học bách khoa - đhqg - hcm công bố kết quả xét tuyển theo phương thức ưu tiên xét tuyển và ưu tiên xét tuyển thẳng (dự kiến),trường đại học bách khoa - đhqg - hcm công bố kết quả xét tuyển theo phương thức ưu tiên xét tuyển và ưu tiên xét tuyển thẳng (dự kiến)
160,sôi nổi ngày hội gia đình bách khoa 2022,"nhiều hoạt động vui chơi, trải nghiệm thú vị dành cho các gia đình cán bộ viên chức, người lao động trường đh bách khoa sáng nay 28/6/2022."
161,"đại hội chi hội nữ trí thức bách khoa lần thứ iii, nhiệm kỳ 2021-2026","sáng ngày 24/06/2022, đại hội chi hội nữ trí thức bách khoa (nttbk) lần thứ iii đã diễn ra tại hội trường a4. đây là sự kiện quan trọng đánh giá kết quả hoạt động nhiệm kỳ ii (2016-2021) và đưa ra phương hướng hoạt động nhiệm kỳ iii (2021-2026)."
162,hội nghị sinh viên toàn trường năm học 2021-2022,"trong hai ngày 3/6/2022 tại cs lý thường kiệt và ngày 6/6/2022 tại cs dĩ an, trường đh bách khoa đã tổ chức “hội nghị sinh viên năm học 2021-2022” nhằm đánh giá, tổng kết những thuận lợi, khó khăn, kết quả đạt được trong công tác đào tạo, công tác sinh viên năm học 2020-2021 và các nhiệm vụ trọng tâm, các giải pháp đổi mới đang triển khai thực hiện trong năm học 2021-2022; kênh đối thoại trực tiếp để lắng nghe các ý kiến phản hồi của sinh viên, tiếp tục trao đổi, giải đáp các thắc mắc, kiến nghị của sinh viên."
163,giới thiệu thông tin khóa quản lý chất thải theo chuẩn châu âu tại trường đh bách khoa,"chiều 23/06/2022, tại phòng học số 107a5 trường đh bách khoa đã diễn ra buổi giới thiệu thông tin “info-day” về khóa học quản lý chất thải theo chuẩn châu âu tại trường đh bách khoa, thu hút nhiều sinh viên quan tâm tham dự."
164,góc tin khởi nghiệp - đổi mới sáng tạo tháng 6 /2022,góc tin khởi nghiệp - đổi mới sáng tạo tháng 6/2022 với các hoạt động hỗ trợ cuộc thi bách khoa innovation 2022 và thông tin tuyển sinh tuyển sinh khóa học leading in the new normal.
165,khóa học leading in the new normal,trường đại học bách khoa – đhqg-hcm liên kết với trường đại học khoa học ứng dụng tây bắc thụy sĩ tổ chức chương trình đào tạo thạc sĩ quản trị kinh doanh chuyên ngành tư vấn quản trị - khởi nghiệp - đổi mới sáng tạo do thụy sĩ cấp bằng (mba-mci)
166,nhật ký cuộc thi bách khoa innovation – tháng 6.2022,"bach khoa innovation 2022 – bki 2022 là một trong những sự kiện có quy mô lớn tại trường đại học bách khoa trong năm 2022, khuyến khích sinh viên đăng ký tham gia để gặt hái thêm kinh nghiệm, tích lũy thêm các kiến thức bổ ích về nckh đmst."
167,thông tin hợp tác tháng 6 năm 2022,"trong tháng 6 năm 2022, trường đh bách khoa đã tiếp các đối tác và ký kết các thỏa thuận hợp tác quan trọng nhằm phát triển và thúc đẩy hợp tác trong các dự án kỹ thuật, nghiên cứu khoa học, giáo dục đào tạo..."
168,hai thiết bị mobile mapping hiện đại nhất thế giới chạy thử nghiệm tại trường đh bách khoa,"leica pegasus trk700 neo (thụy sỹ) và trimble mx 50 (mỹ) lần đầu tiên có mặt tại việt nam và hoạt động cùng 1 địa điểm, tại khuôn viên trường đh bách khoa, sáng 22/6/2022. sự kiện được tổ chức phối hợp giữa trường đh bách khoa-đhqg-hcm và công ty cp tư vấn thiết kế cảng - kỹ thuật biển (portcoast)."
169,38 sinh viên bách khoa nhận học bổng bumi armada berhad,sáng nay 22/6/2022 tại ht4 đã diễn ra lễ trao học bổng bumi armada berhad cho 38 sinh viên trường đh bách khoa với trị giá 250 usd/suất.
170,6 trường đh hợp tác nhằm thúc đẩy vai trò lãnh đạo của đại học trong thế kỷ 21,"trong hai ngày 17 và 18/6/2022 tại hà nội, đã diễn ra “hội nghị quốc tế thường niên về đổi mới dạy và học” lần i, tập trung vào đổi mới sáng tạo trong dạy và học với mục tiêu tái định vị vai trò của giáo dục đại học trong thế kỷ 21."
171,"hội nghị đảng viên 6 tháng đầu năm và học tập, quán triệt các văn kiện hội nghị tw 4 (khóa xiii), chuyên đề năm 2022 về thực hiện chỉ thị 05-ct/tw","sáng 16/6 tại ht a5, đảng ủy trường đh bách khoa-đhqg-hcm đã tổ chức hội nghị đảng viên 6 tháng đầu năm và học tập, quán triệt các văn kiện hội nghị tw 4 (khóa xiii), chuyên đề năm 2022 về thực hiện chỉ thị 05-ct/tw cho toàn thể đảng viên và cán bộ viên chức, người lao động của trường."
172,trường đh bách khoa làm việc với đoàn công tác tổng hội xây dựng việt nam,"trong buổi làm việc với lãnh đạo nhà trường, chủ tịch tổng hội xây dựng việt nam ts. đặng việt dũng bày tỏ mong muốn hợp tác toàn diện với trường đại học bách khoa (đại học quốc gia tp. hồ chí minh) trong việc phát triển ở các lĩnh vực như xây dựng, kiến trúc…"
173,lễ khởi công xây dựng hội trường c5 trường đh bách khoa,"sáng ngày 11/6/2022, tại khoa kt giao thông, trường bách khoa-đhqg-hcm đã tổ chức lễ khởi công xây dựng hội trường c5 - công trình chào mừng kỷ niệm 65 năm thành lập trường (1957-2022) do cộng đồng cựu sinh viên tài trợ."
174,trường đh bách khoa ký kết hợp tác với công ty cổ phần tập đoàn xây dựng hòa bình,"sáng nay 13/6/2022, tại hội trường b4, trường đh bách khoa-đhqg-hcm ký kết hợp tác với công ty cổ phần tập đoàn xây dựng hòa bình cùng phối hợp triển khai các hợp tác với định hướng hỗ trợ sinh viên học tập và nghiên cứu."
175,tập đoàn bin corporation đến trường đh bách khoa tìm kiếm cơ hội hợp tác,"sáng ngày 7/6/2022, tổng giám đốc bin corporation group - ông lê hùng anh và các cộng sự đã đến thăm và làm việc với trường đh bách khoa-đhqg-hcm nhằm tìm kiếm cơ hội hợp tác. tiếp đoàn có pgs.ts trần thiên phúc - phó hiệu trưởng và đại diện lãnh đạo các khoa, phòng, trung tâm liên quan."
176,khoa cơ khí tổ chức sự kiện gặp gỡ tân kỹ sư và doanh nghiệp 2022,"sáng 04/6/2022, khoa cơ khí đã tổ chức sự kiện gặp gỡ tân kỹ sư và doanh nghiệp 2022 tại sân b11."
177,trưởng ban tuyên giáo tw nguyễn trọng nghĩa đến thăm và làm việc với trường đh bách khoa-đhqg-hcm,"đồng chí nguyễn trọng nghĩa, bí thư trung ương đảng, trưởng ban tuyên giáo trung ương, đã đến thăm và làm việc với trường đh bách khoa - đhqg-hcm vào sáng 3/6/2022."
178,"tọa đàm: trải nghiệm kiểm định theo các bộ tiêu chuẩn aqas, asiin, fibaa","trong bối cảnh hội nhập quốc tế và tự chủ đại học hiện nay, công tác kiểm định chất lượng giáo dục đào tạo đặc biệt là công tác kiểm định quốc tế đang được quan tâm hơn bao giờ hết. thực hiện kiểm định không chỉ giúp các cơ sở giáo dục đại học có cơ sở khách quan để cải tiến liên tục chất lượng đào tạo của bản thân nhà trường mà còn góp phần giúp cơ sở giáo dục đại học minh chứng, giải trình về chất lượng của nhà trường với xã hội và các bên liên quan."
179,hai công ty xây dựng lớn của vn đến trường đh bách khoa ký kết hợp tác nhằm hỗ trợ sinh viên học tập và nghiên cứu,"sáng nay 25/5/2022, tại hội trường b4, trường đh bách khoa đã ký kết thỏa thuận hợp tác với 02 công ty xây dựng lớn của vn, gồm: công ty cổ phần đầu tư xây dựng newtecons và công ty cổ phần đầu tư xây dựng sol e&c."
180,góc tin khởi nghiệp - đổi mới sáng tạo tháng 5/2022,góc tin khởi nghiệp - đổi mới sáng tạo tháng 5/2022 với các hoạt động hỗ trợ cuộc thi bách khoa innovation 2022 và hoạt động hỗ trợ doanh nghiệp từ trung tâm ươm tạo doanh nghiệp công nghệ thành công.
181,nhật ký cuộc thi bách khoa innovation – tháng 5.2022,"bach khoa innovation 2022 – bki2022 là một trong những sự kiện có quy mô lớn tại trường đại học bách khoa trong năm 2022, khuyến khích sinh viên đăng ký tham gia để gặt hái thêm kinh nghiệm, tích lũy thêm các kiến thức bổ ích về nckh đmst."
182,“blockbox – giải pháp nâng cao nơi ở cho người lao động” dự án khởi nghiệp ươm mầm từ trung tâm ươm tạo doanh nghiệp công nghệ,"theo đề án “xây dựng chương trình phát triển nhà ở tại tp. hồ chí minh giai đoạn 2021-2030”, hiện nay chỉ có 20% người lao động đủ khả năng mua nhà ở thương mại phân khúc trung cấp trở lên; 40% người lao động chỉ đủ khả năng mua nhà ở thương mại giá thấp, 40% còn lại không đủ khả năng mua nhà để ở. mặc dù thành phố đã ban hành một số chính sách ưu đãi, hỗ trợ nhưng thị trường chỉ đáp ứng được một lượng nhà ở không đáng kể so với nhu cầu thực tế của người lao động."
183,bà tredene dobson - đại sứ new zealand tại việt nam thăm trường đh bách khoa và trò chuyện với sinh viên,"ngày 24/5/2022, đại sứ new zealand tại việt nam - bà tredene dobson đã đến thăm trường đh bách khoa nhằm củng cố và tăng cường mối quan hệ hợp tác giữa nhà trường với các đối tác new zealand và trò chuyện với sinh viên nhà trường. tháp tùng bà đại sứ có bà bành phạm ngọc vân - giám đốc thị trường việt nam, cơ quan giáo dục new zealand (enz); ông đặng trần duy quân - quản lý khu vực đông nam á, đại học auckland; bà nguyễn thu thủy- cố vấn chính sách, đại sứ quán new zealand tại hà nội; bà nguyễn ngọc trâm- cố vấn truyền thông & quan hệ công chúng, đại sứ quán new zealand tại hà nội; bà ngô thanh tâm- quản lý chương trình, enz."
184,nghiên cứu dự báo covid-19 bằng ai của sinh viên bách khoa công bố quốc tế trên tạp chí q1,bài báo có tựa đề: becaked - an explainable artificial intelligence model for covid-19 forecasting (becaked - mô hình trí tuệ nhân tạo với khả năng tự giải thích để dự báo covid-19) vừa được chấp thuận đăng trên tạp chí scientific reports được xếp loại q1 của nhà xuất bản springer nature.
185,"cuộc thi sáng kiến khoa học 2022: giảng viên, sinh viên bách khoa đạt 01 giải ba, 01 giải khuyến khích",sáng 17/5/2022 tại hà nội đã diễn ra vòng chung kết cuộc thi sáng kiến khoa học 2022 do báo vnexpress tổ chức.
186,phó thủ tướng vũ đức đam trao tặng giải thưởng tạ quang bửu năm 2022 cho giảng viên trường đh bách khoa,"sáng nay 18/5, tại hà nội, pgs.ts nguyễn thị lệ thu - giảng viên khoa công nghệ vật liệu - trường đh bách khoa-đhqg-hcm vừa được phó thủ tướng vũ đức đam trao tặng giải thưởng tạ quang bửu năm 2022."
187,đảng ủy trường đh bách khoa trao huy hiệu 60 năm tuổi đảng cho đảng viên lão thành,"chiều 19/5/2022, nhân dịp kỷ niệm 132 năm ngày sinh chủ tịch hồ chí minh (19-5-1890 - 19-5-2022), bí thư đảng ủy trường đh bách khoa - đhqg-hcm lê minh phương đã dẫn đoàn công tác đến nhà riêng để trao huy hiệu 60 năm tuổi đảng cho pgs.ts trần minh thái - giảng viên khoa khoa học ứng dụng."
188,"lễ vinh danh và bổ nhiệm giáo sư, phó giáo sư 2021","chiều 18/5/2022, tại hội trường b4, trường đh bách khoa-đhqg-hcm đã long trọng tổ chức lễ vinh danh và bổ nhiệm giáo sư, phó giáo sư 2021."
189,trường đh bách khoa và dow việt nam thắt chặt mối quan hệ giữa trường đại học và doanh nghiệp,"ngày 12/5/2022, tại hội trường a4 đã diễn ra lễ ký kết thỏa thuận hợp tác giữa trường đh bách khoa-đhqg-hcm và công ty tnhh dow chemical việt nam (dow việt nam)."
190,sinh viên bách khoa đạt giải nhì dự án “âm nhạc hạnh phúc” 2022,"dự án ""âm nhạc hanh phúc"" là chương trình thuộc khuôn khổ acecook happiness concert - do công ty acecook việt nam tổ chức nhằm hỗ trợ hiện thực hoá các dự án âm nhạc cộng đồng, góp phần lan toả niềm vui và giá trị nhân văn cao đẹp thông qua âm nhạc."
191,lần thứ 2 giải thưởng tạ quang bửu vinh danh các nhà khoa học trường đh bách khoa,nữ giảng viên khoa công nghệ vật liệu trường đh bách khoa - đhqg-hcm - pgs.ts nguyễn thị lệ thu vừa được bộ trưởng bộ khoa học và công nghệ huỳnh thành đạt ký quyết định trao tặng giải thưởng tạ quang bửu năm 2022 ngày 9/5/2022. cô nguyễn thị lệ thu là một trong hai nhà khoa học trên cả nước được nhận giải thưởng này năm nay.
192,"hội đồng trường trường đh bách khoa, họp phiên họp lần thứ v, nhiệm kỳ 2020 – 2025","ngày 6/5/2022, hội đồng trường trường đại học bách khoa-đhqg-hcm đã tổ chức phiên họp định kỳ lần thứ v, nhiệm kỳ 2020 – 2025. pgs.ts lê minh phương - bí thư đảng ủy, chủ tịch hội đồng trường chủ trì phiên họp."
193,"tti việt nam đến trường đh bách khoa tìm hiểu, tuyển dụng nhân sự","công ty techtronic industries việt nam manufacturing (tti) đã đến trường đh bách khoa- đhqg-hcm tìm hiểu, tuyển dụng nhân sự qua hội thảo sáng nay 6/5/2022."
194,"đại học jade, đức đến trường đh bách khoa tìm kiếm cơ hội hợp tác",
195,hai ngành kỹ thuật ô tô & kỹ thuật dầu khí chính thức nhận giấy chứng nhận kiểm định aun-qa,"sáng nay 5/5/2022, trước cuộc họp giao ban toàn trường, pgs.ts mai thanh phong - hiệu trưởng đã trao giấy chứng nhận kiểm định aun-qa cho đại diện 2 chương trình đào tạo: kỹ thuật ô tô (khoa kỹ thuật giao thông) & kỹ thuật dầu khí (khoa kỹ thuật địa chất & dầu khí)."
196,festival kiến trúc toàn quốc 2022: sinh viên bách khoa đạt 15 giải chuyên môn,festival kiến trúc toàn quốc 2022 diễn ra từ ngày 19 đến 24/4/2022 tại trường đh xây dựng miền trung (muce) thuộc tp. tuy hòa tỉnh phú yên. festival quy tụ hơn 600 sinh viên từ 24 cơ sở đào tạo kiến trúc tại việt nam.
197,khánh thành phòng thí nghiệm ô tô bosch tại trường đh bách khoa,"ngày 21/04/2022, trường đại học bách khoa - đhqg-hcm và công ty bosch việt nam tổ chức lễ khánh thành phòng thí nghiệm ô tô bosch tại xưởng c3 của trường."
198,góc tin khởi nghiệp - đổi mới sáng tạo tháng 4/2022,"góc tin khởi nghiệp - đổi mới sáng tạo tháng 4/2022 với các hoạt động hỗ trợ cuộc thi bách khoa innovation 2022, nhóm sinh viên trường đh bách khoa đại diện việt nam tham dự vòng bán kết thế giới l’oréal brandstorm 2022. ngoài ra, tháng 4/2022 cũng diễn ra vòng chung kết cuộc thi robot toàn năng merc 2022."
199,vòng chung kết cuộc thi robot toàn năng merc 2022,"“65 thước - 1 bước chạy” là chủ đề cho cuộc thi robot toàn năng năm 2022 nhằm kỷ niệm 65 năm thành lập trường, theo đó là mong muốn thông qua cuộc thi để nâng cao ý thức thể thao và sức khỏe tinh thần của sinh viên tại trường đh bách khoa – đhqg hcm."
200,cuộc thi bách khoa innovation – nhật ký tháng 4/2022,"bach khoa innovation 2022 – bki2022 là một trong những sự kiện có quy mô lớn tại trường đại học bách khoa trong năm 2022, khuyến khích sinh viên đăng ký tham gia để gặt hái thêm kinh nghiệm, tích lũy thêm các kiến thức bổ ích về nghiên cứu khoa học, đổi mới sáng tạo."
201,trường đh bách khoa và ricons ký kết thỏa thuận hợp tác,"sáng nay 26/4/2022, trường đh bách khoa - đhqg-hcm và công ty cổ phần tập đoàn đầu tư xây dựng ricons (ricons) đã ký kết thỏa thuận hợp tác tại hội trường a4 của trường."
202,chúc mừng sinh viên bách khoa đại diện việt nam tham dự vòng bán kết thế giới l’oréal brandstorm 2022,"đội ganiegg, gồm ba sinh viên năm cuối khoa kỹ thuật hóa học trường đh bách khoa: lê ngọc anh, nguyễn hoàng huy, nguyễn vũ như quỳnh đã xuất sắc là một trong 3 đội đại diện việt nam tham dự vòng bán kết thế giới l’oréal brandstorm 2022"
203,trường đh bách khoa tổ chức tuần lễ tốt nghiệp cho sinh viên,"sáng nay 22/4/2022, trường đh bách khoa - đhqg-hcm tổ chức lễ tốt nghiệp và trao bằng tốt nghiệp các tân tiến sĩ, thạc sĩ, kỹ sư, cử nhân, kiến trúc sư tốt nghiệp đợt tháng 4/2022."
204,"cựu sinh viên tài trợ trường đh bách khoa sửa chữa, cải tạo xưởng c1","sáng nay 21/4/2022, tại khoa cơ khí đã diễn ra lễ khởi công sơn mới và cải tạo hệ thống chiếu sáng xưởng c1. đây là công trình do cộng đồng cựu sinh viên kỹ sư công nghệ - cơ khí bách khoa tài trợ nhà trường nhân dịp kỷ niệm 65 năm thành lập trường (1957-2022)."
205,"cbvc, người lao động trường đh bách khoa khám sức khỏe toàn diện","trường đại học bách khoa- đhqg-hcm tổ chức khám sức khỏe cho cán bộ, giảng viên, người lao động của toàn trường từ ngày 18-22/4/2022. đây là hoạt động thường niên của nhà trường trong việc chăm lo đời sống sức khỏe cho cán bộ, viên chức, người lao động."
206,cựu sinh viên dệt may săn học bổng chuyên ngành danh giá thế giới,"tốt nghiệp tháng 10 năm 2020 trường đh bách khoa, nhắc đến nguyễn phương mẫn tuệ là nhớ ngay đến cô gái xinh xắn, có “biệt tài” săn học bổng. trước đây, khi còn là sinh viên trường đh bách khoa, cô gái này đã lập nên một thành tích đáng nể: 4 năm đi 3 nước gồm ý, canada, singapore bằng học bổng và chương trình trao đổi sinh viên. ra trường gần 2 năm, cô gái lại giành được học bổng danh giá toàn cầu ngành kỹ thuật dệt (textile engineering advanced master)."
207,ngày hội tư vấn tuyển sinh- hướng nghiệp 2022: hơn 100 chuyên gia tư vấn của trường đh bách khoa sẵn sàng hỗ trợ thí sinh,"sáng nay 17/4, ngày hội tư vấn tuyển sinh - hướng nghiệp 2022 đã chính thức khai mạc tại trường đh bách khoa (268 lý thường kiệt, quận 10, tp.hcm). đây là sự kiện thường niên do bộ gd&đt, bộ lđtb&xh, trường đh bách khoa-đhqg-hcm, báo tuổi trẻ và các đơn vị phối hợp tổ chức."
208,"thông báo về việc nộp hồ sơ đăng ký xét bổ nhiệm chức danh giáo sư, phó giáo sư năm 2022","trường đại học bách khoa – đhqg-hcm thông báo về việc nộp hồ sơ đăng ký xét bổ nhiệm chức danh giáo sư, phó giáo sư năm 2022 như sau:"
209,dâng hương tưởng niệm các vua hùng nhân dịp lễ giỗ tổ hùng vương,dâng hương tưởng niệm các vua hùng nhân dịp lễ giỗ tổ hùng vương
210,"5 tập thể, 34 cá nhân được khen thưởng trong công tác kiểm định chất lượng cấp chương trình đào tạo theo tiêu chuẩn quốc tế","sáng nay 7/4/2022, hiệu trưởng trường đh bách khoa - pgs.ts mai thanh phong đã trao quyết định khen thưởng cho 05 tập thể và 34 cá nhân đã hoàn thành xuất sắc nhiệm vụ trong công tác kiểm định chất lượng chương trình đào tạo theo các bộ tiêu chuẩn quốc tế asiin, aqas, aun-qa tại trường đh bách khoa - đhqg-hcm."
211,"kết quả xếp hạng qs by subject 2022: ngành kỹ thuật dầu khí - trường đh bách khoa đạt top 50 – 100 thế giới, hạng 1 tại việt nam","tổ chức xếp hạng qs (quacquarelli symonds - anh) vừa công bố bảng xếp hạng đại học thế giới cho năm 2022 (qs world university rankings 2022 – qs subjects 2022) vào ngày 06/4/2022. theo đó, trường đh bách khoa tiếp tục có ngành kỹ thuật dầu khí được vinh danh trên bảng xếp hạng này, đạt top 50 – 100 thế giới, hạng 1 tại việt nam."
212,"7 trường đại học kỹ thuật ký kết hợp tác, cùng đẩy mạnh truyền thông","sáng nay 1/4/2022, tại phân hiệu trường đh giao thông vận tải (tp.thủ đức) 7 trường đại học kỹ thuật (“nhóm g7”) ký kết hợp tác, cùng đẩy mạnh truyền thông"
213,25 sinh viên nhận học bổng từ chương trình “bkaco – kết nối doanh nghiệp”,"sáng nay 31/3 tại hội trường b11 khoa cơ khí, 25 sinh viên trường đh bách khoa đã được nhận học bổng từ các anh chị cựu sinh viên của trường."
214,hội nghị khoa học và công nghệ trẻ bách khoa 2022,"sáng 26/3/2022, trường đại học bách khoa - đhqg -hcm tổ chức hội nghị khoa học và công nghệ trẻ năm 2022."
215,khởi động bach khoa innovation lần v năm 2022,"sáng 26/3, trường đh bách khoa-đhqg-hcm đã chính thức khởi động cuộc thi khởi nghiệp đổi mới sáng tạo ""bach khoa innovation lần thứ 5 năm 2022"" với chủ đề “hội nhập – sáng tạo – khởi nghiệp”. cuộc thi do trường đại học bách khoa phối hợp với sở khoa học công nghệ tphcm tổ chức."
216,“bkaco – kết nối doanh nghiệp” - sự kiện thứ năm hàng tuần tại khoa cơ khí,"sáng ngày 24/3/2022, buổi gặp gỡ cựu sinh viên với chủ đề “bkaco – kết nối doanh nghiệp”  đã diễn ra tại hội trường b11. đây là sự kiện diễn ra vào thứ năm hàng tuần do khoa cơ khí tổ chức."
217,"bách khoa open day 2022: xét tuyển kết hợp được thí sinh, phụ huynh quan tâm","tại sự kiện có mặt đại diện hội đồng tuyển sinh của trường đh bách khoa, phụ huynh và thí sinh đã được giải đáp nhiều thông tin hữu ích liên quan tới phương thức xét tuyển mới của năm 2022."
218,giải pháp công nghệ thông minh quản lý khu căn hộ cao cấp thành công với sự tư vấn của hcmut-tbi,"những năm gần đây, cộng đồng khởi nghiệp đang tập trung xây dựng các ứng dụng công nghệ vào các lĩnh vực đời sống xã hội, hướng đến một trong các mục tiêu thời đại là xây dựng các khu đô thị thông minh."
219,hướng dẫn bật tính năng xác minh 2 bước từ tài khoản mail trường,"gần đây, google cho biết tính năng xác thực hai bước mà công ty triển khai đã thể hiện hiệu quả trong việc bảo vệ dữ liệu cá nhân cho người dùng. do vậy, google yêu cầu người dùng phải bật tính năng xác minh 2 bước."
220,trường đh bách khoa ký kết hợp tác 3 bên thực hiện chiến lược chuyển đổi số trong ngành đường sắt,"chiều nay 16/3, lễ ký kết thỏa thuận hợp tác chiến lược giữa 3 bên: trường đại học bách khoa – đhqg-hcm (hcmut), ban quản lý đường sắt đô thị tp.hcm (maur) và công ty tnhh mtv đường sắt đô thị số 1 tp.hcm (hurc1) đã được diễn ra tại hội trường a4."
